Household_ID,Cluster_ID,Province,District,Area_Type,Habitat_Type,Dwelling_Type,Sleeping_Rooms,Dwelling_Owner,Occupancy_Status,Dwelling_Value_RWF,Estimated_Rent,Actual_Rent_Paid,Own_Residential_House,How_Acquired_House,Main_Water_Source,Distance_Water_Source_m,Time_To_Water_Source_min,Drinking_Water_Source,Water_Insufficiency_4weeks,Rainwater_Harvesting,Connected_To_Grid,Main_Lighting_Source,Electricity_Bill_RWF,Has_Internet,Cook_Stove_Type,Cooking_Fuel_Primary,Cooking_Location,Garbage_Disposal,Toilet_Type,Toilet_Shared,Environmental_Disaster,Wall_Material,Roof_Material,Floor_Material,Floor_Area_sqm,Own_Livestock,Cattle,Goats,Sheep,Pigs,Poultry,Consumption_Quintile,HH_Weight,Population_Weight,Extreme_Poverty,Poverty_Rate,Welfare_Category,Strata_ID,Rent_Final,Value_Per_Sqm,Rent_Per_Sqm,Room_Density,Internet_Flag,Urban_Flag,Value_Per_Room,Rent_Value_Ratio
314021,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,1,Spouse with head,Owner occupied,400000,3000,,,Constructed,Public tap/standpipe,416,15,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,Yes,Three stone/Traditional stove,Firewood,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,18.2,Yes,0,0,0,0,1,Q5,221.8071895,887.2287598,Non Extreme Poor,Non Poor,Non Poor,552,3000,21978.02198,164.8351648,0.054945055,1,0,400000,0.0075
314022,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,1,Head,Owner occupied,300000,2000,,,Constructed,Public tap/standpipe,250,10,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),0,No,Three stone/Traditional stove,Firewood,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,15,No,,,,,,Q5,221.8071895,221.8071899,Non Extreme Poor,Non Poor,Non Poor,552,2000,20000,133.3333333,0.066666667,0,0,300000,0.006666667
314023,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,500000,5000,,,Constructed,Public tap/standpipe,500,20,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,No,Three stone/Traditional stove,Crop waste,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,30,Yes,0,0,0,0,1,Q3,221.8071895,887.2287598,Non Extreme Poor,Non Poor,Non Poor,552,5000,16666.66667,166.6666667,0.1,0,0,166666.6667,0.01
314024,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Head,Owner occupied,1000000,3000,,,Constructed,River/Stream/Irrigation Channel,800,40,Public tap/standpipe,"Yes, at least once",No measures,,Standalone solar system,0,No,Self-built solid fuel stove,Firewood,"In dwelling, not in  sleeping area",Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,22.6,No,,,,,,Q2,221.8071895,665.4215698,Non Extreme Poor,Non Poor,Non Poor,552,3000,44247.78761,132.7433628,0.088495575,0,0,500000,0.003
314025,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,3000000,4000,,,Constructed,Public tap/standpipe,500,20,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),500,No,Self-built solid fuel stove,Crop waste,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,30,Yes,0,0,0,0,0,Q3,221.8071895,1109.035889,Non Extreme Poor,Non Poor,Non Poor,552,4000,100000,133.3333333,0.1,0,0,1000000,0.001333333
314026,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse with head,Owner occupied,1000000,2000,,,Constructed,Public tap/standpipe,500,25,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),500,No,Self-built solid fuel stove,Crop waste,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,32,Yes,0,1,0,0,3,Q4,221.8071895,887.2287598,Non Extreme Poor,Non Poor,Non Poor,552,2000,31250,62.5,0.0625,0,0,500000,0.002
314027,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,1,Head,Owner occupied,600000,2000,,,Constructed,Public tap/standpipe,500,25,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Three stone/Traditional stove,Straw/shrub/grass (udushari).,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,15.6,Yes,1,0,0,0,0,Q4,221.8071895,665.4215698,Non Extreme Poor,Non Poor,Non Poor,552,2000,38461.53846,128.2051282,0.064102564,0,0,600000,0.003333333
314028,11560,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,4,Spouse with head,Owner occupied,1500000,5000,,,Bought,Public tap/standpipe,500,25,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),1000,No,Three stone/Traditional stove,Firewood,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,30,Yes,0,0,0,7,10,Q3,221.8071895,1774.45752,Non Extreme Poor,Non Poor,Non Poor,552,5000,50000,166.6666667,0.133333333,0,0,375000,0.003333333
314029,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,7000000,50000,,,Constructed,Public tap/standpipe,500,60,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),500,Yes,Improved cooking stove,Crop waste,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,34.32,Yes,0,1,0,0,0,Q3,150.5478662,602.1914673,Non Extreme Poor,Non Poor,Non Poor,552,50000,203962.704,1456.876457,0.087412587,1,0,2333333.333,0.007142857
314030,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),Several buildings in a compound occupied by several households,1,Non relative,Tenancy (renting),1500000,,40000,Yes,Bought,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),0,Yes,No cooking option at home,Unknown,Unknown,Other (specify),Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Clay tiles,24,Yes,0,0,0,0,5,Q5,150.5478662,150.5478668,Non Extreme Poor,Non Poor,Non Poor,552,40000,62500,1666.666667,0.041666667,1,0,1500000,0.026666667
314031,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Relative,Dwelling provided free of charge,1500000,35000,,No,,Public tap/standpipe,400,30,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Cement,35,No,,,,,,Q5,150.5478662,301.0957336,Non Extreme Poor,Non Poor,Non Poor,552,35000,42857.14286,1000,0.085714286,1,0,500000,0.023333333
314032,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,1200000,3000,,,Constructed,Lake/Pond/Surface water,300,15,Public tap/standpipe,"No, always sufficient",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,Yes,Mud bricks,Metal sheets/corrugated iron,Beaten earth,37.62,Yes,2,1,0,0,1,Q3,150.5478662,1354.930786,Non Extreme Poor,Non Poor,Non Poor,552,3000,31897.92663,79.74481659,0.079744817,0,0,400000,0.0025
314033,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Head,Owner occupied,1500000,12000,,,Inherited from parents,Public tap/standpipe,200,20,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,No,Charcoal/fire stove,Charcoal.,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Cement,24,No,,,,,,Q5,150.5478662,602.1914673,Non Extreme Poor,Non Poor,Non Poor,552,12000,62500,500,0.041666667,0,0,1500000,0.008
314034,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,10000,No,,River/Stream/Irrigation Channel,833,25,River/Stream/Irrigation Channel,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,Yes,Charcoal/fire stove,Charcoal.,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,30.69,No,,,,,,Q5,150.5478662,752.7393188,Non Extreme Poor,Non Poor,Non Poor,552,10000,48875.85533,325.8390355,0.032583904,1,0,1500000,0.006666667
314035,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,15000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",No measures,1,Electricity from National Grid (EUCL),1500,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Cement blocks,Metal sheets/corrugated iron,Cement,28.8,Yes,0,2,0,2,6,Q5,150.5478662,150.5478668,Non Extreme Poor,Non Poor,Non Poor,552,15000,52083.33333,520.8333333,0.034722222,1,0,1500000,0.01
314036,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Non relative,Tenancy (renting),1500000,,30000,Yes,Constructed,River/Stream/Irrigation Channel,1249,35,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Improved cooking stove,Firewood,In a separate dwelling,Publicly managed refuse area,Pit Latrine with constructed floor slab,Yes,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Cement,34.16,No,,,,,,Q4,150.5478662,1053.835083,Non Extreme Poor,Non Poor,Non Poor,552,30000,43911.00703,878.2201405,0.058548009,1,0,750000,0.02
314037,11561,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse,Owner occupied,8000000,40000,,,Constructed,River/Stream/Irrigation Channel,500,30,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),5000,Yes,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,42,Yes,9,3,0,0,5,Q5,150.5478662,1053.835083,Non Extreme Poor,Non Poor,Non Poor,552,40000,190476.1905,952.3809524,0.071428571,1,0,2666666.667,0.005
314038,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse with head,Owner occupied,700000,2500,,,Constructed,Public tap/standpipe,100,10,Public tap/standpipe,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Crop waste,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,26.4,Yes,0,1,0,0,0,Q1,209.5815964,1257.489624,Non Extreme Poor,1,Moderately poor,552,2500,26515.15152,94.6969697,0.075757576,0,0,350000,0.003571429
314039,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Relative,Dwelling provided free of charge,1500000,7000,,No,,Public tap/standpipe,200,10,Public tap/standpipe,"No, always sufficient",No measures,,Standalone solar system,0,No,Self-built solid fuel stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,54,Yes,0,4,0,1,12,Q5,209.5815964,628.744812,Non Extreme Poor,Non Poor,Non Poor,552,7000,27777.77778,129.6296296,0.037037037,0,0,750000,0.004666667
314040,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Non relative,Tenancy (renting),1500000,,4000,No,,Piped to neighbor HH,150,15,Piped to neighbor HH3,"Yes, at least once",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Crop waste,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Oven fired bricks with cement,Metal sheets/corrugated iron,Cement,24.5,No,,,,,,Q4,209.5815964,419.163208,Non Extreme Poor,Non Poor,Non Poor,552,4000,61224.4898,163.2653061,0.081632653,0,0,750000,0.002666667
314041,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,2000000,3000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,,Standalone solar system,0,No,Self-built solid fuel stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,51.04,Yes,0,3,0,0,0,Q4,209.5815964,838.326416,Non Extreme Poor,Non Poor,Non Poor,552,3000,39184.95298,58.77742947,0.058777429,0,0,666666.6667,0.0015
314042,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Head,Owner occupied,1500000,3000,,,Constructed,Public tap/standpipe,400,30,Public tap/standpipe,"Yes, at least once",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,30,No,,,,,,Q4,209.5815964,419.163208,Non Extreme Poor,Non Poor,Non Poor,552,3000,50000,100,0.066666667,0,0,750000,0.002
314043,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,1500000,3000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,30,Yes,1,2,0,0,0,Q4,209.5815964,1257.489624,Non Extreme Poor,Non Poor,Non Poor,552,3000,50000,100,0.1,0,0,500000,0.002
314044,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,4,Head,Owner occupied,2000000,10000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,,Standalone solar system,0,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,48,Yes,5,5,12,2,21,Q3,209.5815964,1467.071167,Non Extreme Poor,Non Poor,Non Poor,552,10000,41666.66667,208.3333333,0.083333333,0,0,500000,0.005
314045,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Relative,Dwelling provided free of charge,1500000,3000,,No,,Public tap/standpipe,500,20,Public tap/standpipe,"Yes, at least once",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Firewood,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,27.56,Yes,0,0,0,2,0,Q3,209.5815964,628.744812,Non Extreme Poor,Non Poor,Non Poor,552,3000,54426.70537,108.8534107,0.108853411,0,0,500000,0.002
314046,11562,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Head,Owner occupied,800000,3000,,,Constructed,Public tap/standpipe,50,10,Public tap/standpipe,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,Outdoors,Compost heap on own property,Pit latrine without constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,20,No,,,,,,Q4,209.5815964,209.581604,Non Extreme Poor,Non Poor,Non Poor,552,3000,40000,150,0.1,0,0,400000,0.00375
314047,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse with head,Owner occupied,300000,4000,,,Constructed,Protected spring,2500,70,Protected spring,"No, always sufficient",Ditch,,Standalone solar system,0,No,Three stone/Traditional stove,Straw/shrub/grass (udushari).,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,23.76,Yes,0,4,0,0,1,Q3,211.0774207,844.3096924,Non Extreme Poor,Non Poor,Non Poor,552,4000,12626.26263,168.3501684,0.084175084,0,0,150000,0.013333333
314048,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,700000,3000,,,Constructed,Protected spring,2500,70,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Straw/shrub/grass (udushari).,"In dwelling, not in  sleeping area",Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,27.5,No,,,,,,Q2,211.0774207,422.1548462,Non Extreme Poor,Non Poor,Non Poor,552,3000,25454.54545,109.0909091,0.109090909,0,0,233333.3333,0.004285714
314049,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,1,Non relative,Tenancy (renting),1500000,,2000,No,,Protected spring,2500,62,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Firewood,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,10.56,No,,,,,,Q2,211.0774207,422.1548462,Non Extreme Poor,Non Poor,Non Poor,552,2000,142045.4545,189.3939394,0.09469697,0,0,1500000,0.001333333
314050,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,800000,1000,,,Bought,Protected spring,2500,62,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,30.74,Yes,0,0,0,1,3,Q4,211.0774207,844.3096924,Non Extreme Poor,Non Poor,Non Poor,552,1000,26024.72349,32.53090436,0.097592713,0,0,266666.6667,0.00125
314051,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Head,Owner occupied,200000,2000,,,Constructed,Protected spring,2500,62,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,20.25,Yes,1,0,0,0,0,Q2,211.0774207,844.3096924,Non Extreme Poor,1,Moderately poor,552,2000,9876.54321,98.7654321,0.098765432,0,0,100000,0.01
314052,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,3000000,10000,,,Constructed,Protected spring,2500,60,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),0,No,Charcoal/fire stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,30,No,,,,,,Q2,211.0774207,1055.387085,Non Extreme Poor,Non Poor,Non Poor,552,10000,100000,333.3333333,0.1,0,0,1000000,0.003333333
314053,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse with head,Owner occupied,800000,2000,,,Constructed,Protected spring,2083,60,Protected spring,"Yes, at least once",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,No toilet /Bush/Field,,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,20,Yes,0,0,0,1,0,Q4,211.0774207,422.1548462,Non Extreme Poor,Non Poor,Non Poor,552,2000,40000,100,0.1,0,0,400000,0.0025
314054,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,3000000,3000,,,Constructed,Protected spring,2083,60,Protected spring,"Yes, at least once",No measures,,Standalone solar system,0,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,45.35,Yes,0,6,0,0,2,Q3,211.0774207,844.3096924,Non Extreme Poor,Non Poor,Non Poor,552,3000,66152.14994,66.15214994,0.06615215,0,0,1000000,0.001
314055,11563,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,3000000,5000,,,Constructed,Protected spring,2083,60,Protected spring,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,30,Yes,0,3,0,0,3,Q5,211.0774207,633.2322388,Non Extreme Poor,Non Poor,Non Poor,552,5000,100000,166.6666667,0.1,0,0,1000000,0.001666667
314056,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,10000,No,,Piped to neighbor HH,200,10,Piped to neighbor HH3,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),1000,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Cement,20,No,,,,,,Q3,213.3962994,640.1889038,Non Extreme Poor,Non Poor,Non Poor,552,10000,75000,500,0.05,0,0,1500000,0.006666667
314057,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,5000000,5000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,1,Electricity from National Grid (EUCL),4000,Yes,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,40,Yes,0,5,0,1,3,Q3,213.3962994,1280.377808,Non Extreme Poor,Non Poor,Non Poor,552,5000,125000,125,0.075,1,0,1666666.667,0.001
314058,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Head,Owner occupied,100000,5000,,,Received as gift,Public tap/standpipe,300,20,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Charcoal/fire stove,Firewood,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,23.4,No,,,,,,Q2,213.3962994,426.7926025,Non Extreme Poor,Non Poor,Non Poor,552,5000,4273.504274,213.6752137,0.085470085,0,0,50000,0.05
314059,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,3000000,30000,,,Constructed,Public tap/standpipe,400,20,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,Yes,Self-built solid fuel stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Cement,52.8,Yes,0,1,0,1,1,Q5,213.3962994,853.5852051,Non Extreme Poor,Non Poor,Non Poor,552,30000,56818.18182,568.1818182,0.056818182,1,0,1000000,0.01
314060,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,4000,No,,Public tap/standpipe,400,30,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),200,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,9,No,,,,,,Q3,213.3962994,426.7926025,Non Extreme Poor,Non Poor,Non Poor,552,4000,166666.6667,444.4444444,0.111111111,0,0,1500000,0.002666667
314061,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,2500000,20000,,,Constructed,Public tap/standpipe,200,15,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Cement,48,No,,,,,,Q3,213.3962994,426.7926025,Non Extreme Poor,Non Poor,Non Poor,552,20000,52083.33333,416.6666667,0.0625,0,0,833333.3333,0.008
314062,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,5000,Yes,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",No measures,1,Electricity from National Grid (EUCL),0,Yes,Charcoal/fire stove,Charcoal.,Outdoors,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,7.8,No,,,,,,Q5,213.3962994,213.3963013,Non Extreme Poor,Non Poor,Non Poor,552,5000,192307.6923,641.025641,0.128205128,1,0,1500000,0.003333333
314063,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,3,Spouse with head,Owner occupied,6000000,8000,,,Constructed,Public tap/standpipe,999,35,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),660,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,30,Yes,0,1,0,1,0,Q2,213.3962994,1493.774048,Non Extreme Poor,Non Poor,Non Poor,552,8000,200000,266.6666667,0.1,0,0,2000000,0.001333333
314064,11564,Eastern,Kirehe,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,5000000,5000,,,Constructed,Public tap/standpipe,999,35,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,50.12,Yes,1,5,0,0,0,Q4,213.3962994,1066.981445,Non Extreme Poor,Non Poor,Non Poor,552,5000,99760.57462,99.76057462,0.059856345,0,0,1666666.667,0.001
